id,uuid,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,field:unique id
4384301,ad7637f6-99f6-47ef-a0e4-9da543e6b934,2013/12/09 8:56 PM EST,2013-12-09,2013-12-10 01:56:00 UTC,Eastern Time (US & Canada),167033,heatherpickard,Heather Pickard,2016-10-18 13:48:35 UTC,2020-03-27 01:10:45 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/4384301,https://inaturalist-open-data.s3.amazonaws.com/photos/5260747/medium.jpg,,"Birds, red, Florida, TRAVEL, Bradenton Dec 2013",,1,0,false,,"9800 17th Ave NW, Bradenton, FL 34209, USA",27.513546,-82.660024,93,,,,93,,open,false,,,Northern Cardinal,Cardinalis cardinalis,Northern Cardinal,Aves,9083,
17203507,67099815-9f38-478a-878d-74bed870905b,Thu Oct 04 2018 12:02:29 GMT-0400 (EDT),2018-10-04,2018-10-04 16:02:29 UTC,Eastern Time (US & Canada),851912,ktreffinger,Ken Treffinger,2018-10-05 01:12:23 UTC,2018-10-05 02:17:17 UTC,research,,https://www.inaturalist.org/observations/17203507,https://static.inaturalist.org/photos/26078607/medium.jpg,,"",,1,0,false,3,"1525 99th St NW, Bradenton, FL, US",27.5131458849,-82.6599720508,25,,,,25,,,false,,,Green Heron,Butorides virescens,Green Heron,Aves,5020,
17217419,f100e1fe-9686-4dce-9704-5e807246a7fe,Thu Oct 04 2018 12:11:35 GMT-0400 (EDT),2018-10-04,2018-10-04 16:11:35 UTC,Eastern Time (US & Canada),851912,ktreffinger,Ken Treffinger,2018-10-05 16:13:10 UTC,2026-06-18 04:10:27 UTC,research,,https://www.inaturalist.org/observations/17217419,https://static.inaturalist.org/photos/26104366/medium.jpg,,"",,1,0,false,3,"9800 17th Ave NW, Bradenton, FL, US",27.5138320617,-82.6595575094,43,,,,43,,,false,,,Long-tailed Skipper,Urbanus proteus,Long-tailed Skipper,Insecta,67435,PSBP-99954
17230792,7d4f0250-dfc7-486c-bf70-e0031653a4c5,Thu Oct 04 2018 12:26:32 GMT-0400 (EDT),2018-10-04,2018-10-04 16:26:32 UTC,Eastern Time (US & Canada),851912,ktreffinger,Ken Treffinger,2018-10-05 23:55:57 UTC,2018-10-06 00:33:39 UTC,research,,https://www.inaturalist.org/observations/17230792,https://static.inaturalist.org/photos/26128422/medium.jpg,,"",,1,0,false,3,"9800 17th Ave NW, Bradenton, FL, US",27.5140282666,-82.6601747637,45,,,,45,,,false,,,Eastern Amberwing,Perithemis tenera,Eastern Amberwing,Insecta,59776,
18657798,82c3834d-ece9-4cae-9e96-0127a5ae0a2f,2018/11/12 10:21 AM UTC,2018-11-12,,UTC,1007468,dontenphoto,Jim Donten - Donten Photography,2018-11-26 20:56:41 UTC,2023-03-01 16:22:27 UTC,research,,https://www.inaturalist.org/observations/18657798,https://static.inaturalist.org/photos/28561632/medium.jpeg,,"",,1,0,false,,"Manatee County, FL, USA",27.5135050226,-82.6598131657,8,,,,8,,open,false,,,Double-crested Cormorant,Nannopterum auritum,Double-crested Cormorant,Aves,1454382,
18657799,ab4c0273-aac6-4401-b352-492b183f1186,2018/11/12 10:22 AM UTC,2018-11-12,,UTC,1007468,dontenphoto,Jim Donten - Donten Photography,2018-11-26 20:56:41 UTC,2018-11-27 15:16:55 UTC,research,,https://www.inaturalist.org/observations/18657799,https://static.inaturalist.org/photos/28561638/medium.jpeg,,"",,1,0,false,,"Manatee County, FL, USA",27.5135050226,-82.6598131657,8,,,,8,,open,false,,,Brown Anole,Anolis sagrei,Brown Anole,Reptilia,116461,
18657801,1b08c983-4c05-4921-823d-120b984f0dca,2018/11/12 10:48 AM UTC,2018-11-12,,UTC,1007468,dontenphoto,Jim Donten - Donten Photography,2018-11-26 20:56:41 UTC,2018-12-07 23:28:56 UTC,research,,https://www.inaturalist.org/observations/18657801,https://static.inaturalist.org/photos/28561643/medium.jpeg,,"",,2,0,false,,"Manatee County, FL, USA",27.5135050226,-82.6598131657,8,,,,8,,,false,,,Green Heron,Butorides virescens,Green Heron,Aves,5020,
19674129,6ac68704-8e86-4df6-ba04-b22ea25a3c39,2016/07/07 12:34 PM EDT,2016-07-07,2016-07-07 16:34:00 UTC,Eastern Time (US & Canada),800658,mangoverde,William Hull,2019-01-16 14:05:18 UTC,2023-07-07 04:06:48 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/19674129,https://inaturalist-open-data.s3.amazonaws.com/photos/30302567/medium.jpeg,,"","",1,0,false,,"Manatee County, FL, USA",27.5135044,-82.6599266172,92,,,,92,,,false,,,Roseate Skimmer,Orthemis ferruginea,Roseate Skimmer,Insecta,68233,
19674130,b028dead-9cf5-4339-866c-ae3702ed445d,2016/07/07 12:51 PM EDT,2016-07-07,2016-07-07 16:51:00 UTC,Eastern Time (US & Canada),800658,mangoverde,William Hull,2019-01-16 14:05:18 UTC,2023-07-07 04:06:54 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/19674130,https://inaturalist-open-data.s3.amazonaws.com/photos/30302602/medium.jpeg,,"","",3,0,false,,"Manatee County, FL, USA",27.5135044,-82.6599266172,92,,,,92,,,false,,,Scarlet Skimmer,Crocothemis servilia,Scarlet Skimmer,Insecta,52055,
34220079,356d046d-e4be-4aa8-9e96-43c1cfc043ce,Fri Oct 11 2019 16:26:46 GMT-0400 (EDT),2019-10-11,2019-10-11 20:26:46 UTC,Eastern Time (US & Canada),1117480,natshaf,Natali Shafer,2019-10-11 21:08:53 UTC,2026-06-01 18:52:50 UTC,research,,https://www.inaturalist.org/observations/34220079,https://static.inaturalist.org/photos/53828293/medium.jpg,,"",,1,0,false,3,"17th Ave NW, Bradenton, FL, US",27.5138866667,-82.659095,5,,,,5,,open,false,,,Roseate Spoonbill,Platalea ajaja,Roseate Spoonbill,Aves,62529,
34220205,687445c2-db36-4be8-b943-b045a0751a9a,Fri Oct 11 2019 16:24:21 GMT-0400 (EDT),2019-10-11,2019-10-11 20:24:21 UTC,Eastern Time (US & Canada),1117480,natshaf,Natali Shafer,2019-10-11 21:12:16 UTC,2026-06-01 18:52:50 UTC,research,,https://www.inaturalist.org/observations/34220205,https://static.inaturalist.org/photos/53828505/medium.jpg,,"",,3,0,false,3,"17th Ave NW, Bradenton, FL, US",27.5140133333,-82.6597666667,5,,,,5,,,false,,,Florida Mangrove Skipper,Phocides batabano okeechobee,Florida Mangrove Skipper,Insecta,1607213,
39363390,197c5b54-8d0d-471d-b97a-109704250d45,Sun Jan 19 2020 14:14:23 GMT-0500 (EST),2020-01-19,2020-01-19 19:14:23 UTC,Eastern Time (US & Canada),111009,ladwings,Laurel Ladwig,2020-02-29 18:58:46 UTC,2023-07-07 17:44:10 UTC,needs_id,CC-BY-NC-SA,https://www.inaturalist.org/observations/39363390,https://inaturalist-open-data.s3.amazonaws.com/photos/62439721/medium.jpg,,"",,0,0,false,3,"99th St NW, Bradenton, FL, US",27.5135,-82.65972167,5,,,,29727,,open,false,,,,Pandion haliaetus,Osprey,Aves,116999,
55928965,a04b8abd-4fb4-4dec-bdab-cb4a36954767,2020-08-08 5:34:38 PM EDT,2020-08-08,2020-08-08 21:34:38 UTC,Eastern Time (US & Canada),2949464,baygirl01,Beverly,2020-08-09 16:37:40 UTC,2026-06-18 04:10:19 UTC,research,,https://www.inaturalist.org/observations/55928965,https://static.inaturalist.org/photos/89087973/medium.jpg,,"",Palma Sola Botanical Garden,1,0,false,2,"Bradenton, FL 34209, USA",27.5137166667,-82.6596972222,,,,,,,,false,gps,gps,Milkweed Assassin Bug,Zelus longipes,Milkweed Assassin Bug,Insecta,133826,PSBP-99957
69689744,59a301bc-791f-457f-9f9b-ee8e1e18602c,Tue Feb 16 2021 16:00:42 GMT-0500 (EST),2021-02-16,2021-02-16 21:00:42 UTC,Eastern Time (US & Canada),3773766,pammy63,Pammy63,2021-02-16 22:08:43 UTC,2026-06-18 04:09:54 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/69689744,https://inaturalist-open-data.s3.amazonaws.com/photos/113133264/medium.jpg,,"","",2,0,false,3,"17th Ave NW, Bradenton, FL, US",27.513705,-82.6595833333,4,,,,4,,open,false,,,Pied-billed Grebe,Podilymbus podiceps,Pied-billed Grebe,Aves,4246,PSBP-99966
69694485,fdd86589-d00d-49d4-9a51-a909e35b0b47,Tue Feb 16 2021 15:53:13 GMT-0500 (EST),2021-02-16,2021-02-16 20:53:13 UTC,Eastern Time (US & Canada),3773766,pammy63,Pammy63,2021-02-16 23:56:49 UTC,2024-11-30 03:27:06 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/69694485,https://inaturalist-open-data.s3.amazonaws.com/photos/113141750/medium.jpg,,"",Palma Sola Botanical Park ,2,0,false,3,"99th St NW, Bradenton, FL, US",27.5137529747,-82.6598546493,36,,,,36,,,false,,,Tropical Checkered-Skipper,Burnsius oileus,Tropical Checkered-Skipper,Insecta,1038409,
85279440,01bb1661-b259-4b83-9188-cb86d12a388d,Thu Jul 01 2021 17:39:34 GMT-0400 (EDT),2021-07-01,2021-07-01 21:39:34 UTC,Eastern Time (US & Canada),3627599,austincopley,Austin Copley,2021-07-01 23:58:40 UTC,2026-06-18 03:13:41 UTC,needs_id,,https://www.inaturalist.org/observations/85279440,https://static.inaturalist.org/photos/140286654/medium.jpg,,"","",3,0,false,3,"Bradenton, FL, US",27.5127366667,-82.6592633333,3,,,,3,,,false,,,Cotton Stainer Bugs,Dysdercus,Cotton Stainer Bugs,Insecta,180035,
85279646,6bbd15d0-59e0-4038-bcbe-b11d124e6d47,Thu Jul 01 2021 17:39:25 GMT-0400 (EDT),2021-07-01,2021-07-01 21:39:25 UTC,Eastern Time (US & Canada),3627599,austincopley,Austin Copley,2021-07-02 00:00:59 UTC,2021-07-05 15:47:15 UTC,research,,https://www.inaturalist.org/observations/85279646,https://static.inaturalist.org/photos/140287074/medium.jpg,,"","",3,0,false,3,"Bradenton, FL, US",27.5127416667,-82.6592716667,3,,,,3,,open,false,,,Great Blue Heron,Ardea herodias,Great Blue Heron,Aves,4956,
85280092,faea888c-0ed8-496f-91a9-fa1db0f3b9a0,Thu Jul 01 2021 17:25:25 GMT-0400 (EDT),2021-07-01,2021-07-01 21:25:25 UTC,Eastern Time (US & Canada),3627599,austincopley,Austin Copley,2021-07-02 00:04:54 UTC,2021-07-05 20:45:13 UTC,research,,https://www.inaturalist.org/observations/85280092,https://static.inaturalist.org/photos/140327167/medium.jpg,,"","",2,0,false,3,"17th Ave NW, Bradenton, FL, US",27.5135633333,-82.6592466667,3,,,,3,,open,false,,,Anhinga,Anhinga anhinga,Anhinga,Aves,5063,
102818769,52fc3f9b-4aa1-4b91-bad1-d2a1c6bf852c,Fri Dec 10 2021 10:41:23 GMT-0500 (EST),2021-12-10,2021-12-10 15:41:23 UTC,Eastern Time (US & Canada),3773766,pammy63,Pammy63,2021-12-10 15:42:42 UTC,2023-08-01 13:57:31 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/102818769,https://inaturalist-open-data.s3.amazonaws.com/photos/171959847/medium.jpg,,"",Possible tachnid fly infestation on monarch chrysalis ,1,0,false,3,"16th Cir NW, Bradenton, FL, US",27.5138487473,-82.6590564923,4,,,,4,,,false,,,Tiger Milkweed Butterflies,Danaus,Tiger Milkweed Butterflies,Insecta,48663,
102819052,122c8ab7-553d-4753-a8ad-ff59b9cba004,Fri Dec 10 2021 10:46:30 GMT-0500 (EST),2021-12-10,2021-12-10 15:46:30 UTC,Eastern Time (US & Canada),3773766,pammy63,Pammy63,2021-12-10 15:48:08 UTC,2022-01-15 01:41:57 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/102819052,https://inaturalist-open-data.s3.amazonaws.com/photos/171959937/medium.jpg,,"",Possibly insect eggs ,1,0,false,3,"17th Ave NW, Bradenton, FL, US",27.5138366808,-82.6590536444,8,,,,8,,,false,,,Green Lacewings,Chrysopidae,Green Lacewings,Insecta,52425,
105259593,0248704e-fab6-4b34-ae08-0f4e1f1dbc5a,Sun Dec 05 2021 08:41:00 GMT-0500 (EST),2021-12-05,2021-12-05 13:41:00 UTC,Eastern Time (US & Canada),5313993,delphpalma,,2022-01-20 12:40:05 UTC,2022-01-20 13:55:01 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/105259593,https://inaturalist-open-data.s3.amazonaws.com/photos/176570644/medium.jpg,,"","",1,0,false,3,"17th Ave NW, Bradenton, FL, US",27.513755,-82.6597283333,,,,,,,open,false,,,Eastern Gray Squirrel,Sciurus carolinensis,Eastern Gray Squirrel,Mammalia,46017,
105509221,df16cc29-43f0-4dbf-81b3-4afce873b2fd,Mon Jan 24 2022 13:09:19 GMT-0500 (EST),2022-01-24,2022-01-24 18:09:19 UTC,Eastern Time (US & Canada),4793165,forkristin,,2022-01-24 18:11:08 UTC,2022-01-26 14:25:49 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/105509221,https://inaturalist-open-data.s3.amazonaws.com/photos/177126630/medium.jpg,,"","",2,0,false,3,"17th Ave NW, Bradenton, FL, US",27.5137383333,-82.6594866667,4,,,,4,,open,false,,,Anhinga,Anhinga anhinga,Anhinga,Aves,5063,
114505792,2da5cae0-e129-4587-8509-29180b1d460c,2022-05-01 15:52:57-04:00,2022-05-01,2022-05-01 19:52:57 UTC,Eastern Time (US & Canada),3773766,pammy63,Pammy63,2022-05-02 01:39:58 UTC,2022-05-02 01:40:33 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/114505792,https://inaturalist-open-data.s3.amazonaws.com/photos/193356492/medium.jpg,,"","",0,0,false,3,"16th Cir NW, Bradenton, FL, US",27.5137416667,-82.65915,5,,,,5,,,false,,,"",Uloborus,Feather-legged Spiders,Arachnida,121467,
120284704,dbf5fa57-679a-4aef-a0cb-370d72b9f6da,2016/11/03 3:55 PM,2016-11-03,2016-11-03 19:55:00 UTC,Eastern Time (US & Canada),159098,sandytrailslvr,sandytrailslvr,2022-06-05 05:41:11 UTC,2026-05-13 08:53:23 UTC,research,CC-BY-ND,https://www.inaturalist.org/observations/120284704,https://inaturalist-open-data.s3.amazonaws.com/photos/203426426/medium.jpeg,,"",,1,0,false,,"Manatee County, FL, USA",27.5130252246,-82.660109947,6,,,,6,,open,false,,,Pond Slider,Trachemys scripta,Pond Slider,Reptilia,39782,
121248814,e039d07f-0522-4a27-8a18-e90d3e50e147,2022-06-11 10:54:39-04:00,2022-06-11,2022-06-11 14:54:39 UTC,Eastern Time (US & Canada),1084846,kcross7,,2022-06-11 15:37:33 UTC,2024-11-30 12:39:53 UTC,research,,https://www.inaturalist.org/observations/121248814,https://static.inaturalist.org/photos/205207057/medium.jpg,,"","",1,0,false,3,"16th Cir NW, Bradenton, FL, US",27.5139638689,-82.6591893845,5,,,,5,,,false,,,Ceraunus Blue,Hemiargus ceraunus,Ceraunus Blue,Insecta,69940,
123281859,de443939-48c4-4228-b1df-67c29743d0dc,2022-06-21 12:09:17-04:00,2022-06-21,2022-06-21 16:09:17 UTC,Eastern Time (US & Canada),3773766,pammy63,Pammy63,2022-06-24 22:01:53 UTC,2022-07-09 05:52:55 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/123281859,https://inaturalist-open-data.s3.amazonaws.com/photos/210796083/medium.jpg,,"","",0,0,false,3,"17th Ave NW, Bradenton, FL, US",27.5137083333,-82.6593033333,9,,,,9,,,false,,,"",Araneae,Spiders,Arachnida,47118,
131206113,60bbc10f-85f2-4b24-aa3d-fc5e4a5b6acd,2022-08-16 11:31:21,2022-08-16,2022-08-16 15:31:21 UTC,Eastern Time (US & Canada),3155000,doanrega,,2022-08-17 14:59:05 UTC,2022-08-17 16:36:17 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/131206113,https://inaturalist-open-data.s3.amazonaws.com/photos/223247607/medium.jpeg,,"",,1,0,false,2,"Bradenton, FL 34209, USA",27.5131210997,-82.6591054997,,,,,,,,false,gps,gps,green-spored parasol,Chlorophyllum molybdites,Green-spored Parasol,Fungi,117308,
143042002,83a59f8c-bdf2-4fe3-a2a3-0189daa8f3f7,2022-11-27 10:22:34-05:00,2022-11-27,2022-11-27 15:22:34 UTC,Eastern Time (US & Canada),6061851,victoriashein,Victoria Sheinberg,2022-11-27 15:24:03 UTC,2024-11-29 18:36:15 UTC,research,,https://www.inaturalist.org/observations/143042002,https://static.inaturalist.org/photos/245317251/medium.jpg,,"","",2,0,false,3,"17th Ave NW, Bradenton, FL, US",27.5139116667,-82.6594166667,4,,,,4,,,false,,,Black Witch,Ascalapha odorata,Black Witch,Insecta,61503,
143081724,0a516aea-2bf9-4617-af0f-83b682a2cfd3,2022-11-27 10:34:16-05:00,2022-11-27,2022-11-27 15:34:16 UTC,Eastern Time (US & Canada),6061851,victoriashein,Victoria Sheinberg,2022-11-27 20:29:23 UTC,2022-11-28 05:18:14 UTC,research,,https://www.inaturalist.org/observations/143081724,https://static.inaturalist.org/photos/245367631/medium.jpg,,"","",1,0,false,3,"17th Ave NW, Bradenton, FL, US",27.51392,-82.6591333333,4,,,,4,,,false,,,Axiologina ferrumequinum,Axiologina ferrumequinum,,Insecta,993493,
143082831,5894f125-ede8-4f7d-8360-b0177719dec7,2022-11-27 10:35:34-05:00,2022-11-27,2022-11-27 15:35:34 UTC,Eastern Time (US & Canada),6061851,victoriashein,Victoria Sheinberg,2022-11-27 20:35:06 UTC,2022-11-30 21:04:45 UTC,needs_id,,https://www.inaturalist.org/observations/143082831,https://static.inaturalist.org/photos/245369010/medium.jpg,,"","",1,0,false,3,"16th Cir NW, Bradenton, FL, US",27.5139466667,-82.6590633333,4,,,,4,,,false,,,Erythrischius,Erythrischius,,Insecta,888838,
143084030,b5d67249-8834-48ce-8bf9-7cf7b6b7364a,2022-11-27 11:28:06,2022-11-27,2022-11-27 16:28:06 UTC,Eastern Time (US & Canada),6063034,teschaim,,2022-11-27 20:42:54 UTC,2022-11-27 20:54:37 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/143084030,https://inaturalist-open-data.s3.amazonaws.com/photos/245370993/medium.jpeg,,"",,1,0,false,2,"Bradenton, FL 34209, USA",27.5130119167,-82.6590728611,,,,,,,open,false,gps,gps,White Ibis,Eudocimus albus,White Ibis,Aves,3751,
143084879,2ab20079-0d64-41cc-ba79-827ae0ad6395,2022-11-27 10:55:05-05:00,2022-11-27,2022-11-27 15:55:05 UTC,Eastern Time (US & Canada),6061851,victoriashein,Victoria Sheinberg,2022-11-27 20:48:10 UTC,2022-11-27 20:48:29 UTC,needs_id,,https://www.inaturalist.org/observations/143084879,https://static.inaturalist.org/photos/245372418/medium.jpg,,"","",0,0,false,3,"17th Ave NW, Bradenton, FL, US",27.51432,-82.65957,4,,,,4,,,false,,,"",Coprinopsis,Inkcaps,Fungi,48522,
143085558,8061724f-0bc8-436c-8ddf-60a993ef7e0c,2022-11-27 11:20:28,2022-11-27,2022-11-27 16:20:28 UTC,Eastern Time (US & Canada),6063034,teschaim,,2022-11-27 20:52:06 UTC,2022-11-28 01:24:18 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/143085558,https://inaturalist-open-data.s3.amazonaws.com/photos/245373536/medium.jpeg,,"",,1,0,false,2,"Bradenton, FL 34209, USA",27.5131187222,-82.6602859444,,,,,,,open,false,gps,gps,Brown Anole,Anolis sagrei,Brown Anole,Reptilia,116461,
143089919,b6b604ae-c123-4568-ac99-ddd1fd48b60c,2022-11-27 11:28:01-05:00,2022-11-27,2022-11-27 16:28:01 UTC,Eastern Time (US & Canada),6061851,victoriashein,Victoria Sheinberg,2022-11-27 21:18:05 UTC,2022-11-27 21:34:54 UTC,research,,https://www.inaturalist.org/observations/143089919,https://static.inaturalist.org/photos/245380550/medium.jpg,,"","",2,0,false,3,"16th Cir NW, Bradenton, FL, US",27.5131033333,-82.65918,4,,,,4,,open,false,,,White Ibis,Eudocimus albus,White Ibis,Aves,3751,
143209669,4d3a7a97-6e95-4fb8-9e5f-4af0c6cf573d,2022-11-27 10:29:30,2022-11-27,2022-11-27 15:29:30 UTC,Eastern Time (US & Canada),6063034,teschaim,,2022-11-28 21:18:04 UTC,2026-06-18 04:10:08 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/143209669,https://inaturalist-open-data.s3.amazonaws.com/photos/245581082/medium.jpeg,,"",,2,0,false,2,"Bradenton, FL 34209, USA",27.5138549722,-82.6594543333,,,,,,,,false,gps,gps,Black Witch,Ascalapha odorata,Black Witch,Insecta,61503,PSBP-99961
145238194,c4b76c51-703b-42a0-ac9d-d062dfcf4e1b,2022-12-26 11:44:23-05:00,2022-12-26,2022-12-26 16:44:23 UTC,Eastern Time (US & Canada),3268364,hmac73,Mac Lewis,2022-12-28 04:32:30 UTC,2022-12-28 04:33:19 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/145238194,https://inaturalist-open-data.s3.amazonaws.com/photos/249453063/medium.jpg,,"","",1,0,false,3,"99th St NW, Bradenton, FL, US",27.513455,-82.65963,4,,,,4,,open,false,,,Great Egret,Ardea alba,Great Egret,Aves,144455,
145238298,f5c7e94f-fcfa-4b9d-8515-90b6e18d65f8,2022-12-26 11:42:49-05:00,2022-12-26,2022-12-26 16:42:49 UTC,Eastern Time (US & Canada),3268364,hmac73,Mac Lewis,2022-12-28 04:34:22 UTC,2023-01-25 22:17:15 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/145238298,https://inaturalist-open-data.s3.amazonaws.com/photos/249453183/medium.jpg,,"","",2,0,false,3,"17th Ave NW, Bradenton, FL, US",27.513705,-82.6596,4,,,,4,,open,false,,,Anhinga,Anhinga anhinga,Anhinga,Aves,5063,
145238385,02b28f08-1f22-487f-a590-ce3226752522,2022-12-26 11:34:38-05:00,2022-12-26,2022-12-26 16:34:38 UTC,Eastern Time (US & Canada),3268364,hmac73,Mac Lewis,2022-12-28 04:37:23 UTC,2023-03-09 22:43:56 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/145238385,https://inaturalist-open-data.s3.amazonaws.com/photos/249453427/medium.jpg,,"","",3,1,false,3,"99th St NW, Bradenton, FL, US",27.5131416667,-82.66002,4,,,,4,,open,false,,,Anhinga,Anhinga anhinga,Anhinga,Aves,5063,
145238520,6e6e89b5-ef5d-4533-9d0c-dfef4c807532,2022-12-26 11:35:54-05:00,2022-12-26,2022-12-26 16:35:54 UTC,Eastern Time (US & Canada),3268364,hmac73,Mac Lewis,2022-12-28 04:39:55 UTC,2022-12-28 04:41:20 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/145238520,https://inaturalist-open-data.s3.amazonaws.com/photos/249453688/medium.jpg,,"","",1,0,false,3,"99th St NW, Bradenton, FL, US",27.51312,-82.6599716667,4,,,,4,,open,false,,,White Ibis,Eudocimus albus,White Ibis,Aves,3751,
145590262,8dfc4834-62e3-46e8-b09d-6583f6f9e545,2023-01-01 11:34:07,2023-01-01,2023-01-01 16:34:07 UTC,Eastern Time (US & Canada),3643094,wabbster,James Lamb,2023-01-01 17:27:16 UTC,2023-07-11 01:59:29 UTC,research,,https://www.inaturalist.org/observations/145590262,https://static.inaturalist.org/photos/250107945/medium.jpeg,,"",,2,0,false,2,"Bradenton, FL 34209, USA",27.5138777778,-82.6594083333,,,,,,,open,false,gps,gps,Anhinga,Anhinga anhinga,Anhinga,Aves,5063,
145590290,693d687e-7980-4d4f-8179-252909c76b63,2023-01-01 11:34:12,2023-01-01,2023-01-01 16:34:12 UTC,Eastern Time (US & Canada),3643094,wabbster,James Lamb,2023-01-01 17:27:48 UTC,2023-07-11 01:59:39 UTC,research,,https://www.inaturalist.org/observations/145590290,https://static.inaturalist.org/photos/250108046/medium.jpeg,,"",,1,0,false,2,"Bradenton, FL 34209, USA",27.5138777778,-82.6594083333,,,,,,,open,false,gps,gps,Great Egret,Ardea alba,Great Egret,Aves,144455,
145590411,d250ad18-83cb-480b-b177-a97792cc2fca,2023-01-01 11:36:07,2023-01-01,2023-01-01 16:36:07 UTC,Eastern Time (US & Canada),3643094,wabbster,James Lamb,2023-01-01 17:29:24 UTC,2023-04-26 22:02:16 UTC,research,,https://www.inaturalist.org/observations/145590411,https://static.inaturalist.org/photos/250108316/medium.jpeg,,"",Not confident ,1,0,false,2,"Bradenton, FL 34209, USA",27.5138583333,-82.6590833333,,,,,,,,false,,,Oncopeltus cingulifer,Oncopeltus cingulifer,,Insecta,261475,
145590448,4faba9d3-5e83-4a52-bc3b-543216231b9d,2023-01-01 11:37:11,2023-01-01,2023-01-01 16:37:11 UTC,Eastern Time (US & Canada),3643094,wabbster,James Lamb,2023-01-01 17:29:58 UTC,2026-06-06 18:25:16 UTC,research,,https://www.inaturalist.org/observations/145590448,https://static.inaturalist.org/photos/250108399/medium.jpeg,,"",,2,0,false,2,"Bradenton, FL 34209, USA",27.5138583333,-82.6590833333,,,,,,,,false,gps,gps,Oncopeltus cingulifer,Oncopeltus cingulifer,,Insecta,261475,
145590594,fd614167-e6f1-4818-bf58-4c07b93eda32,2023-01-01 11:38:50,2023-01-01,2023-01-01 16:38:50 UTC,Eastern Time (US & Canada),3643094,wabbster,James Lamb,2023-01-01 17:31:28 UTC,2023-01-08 06:31:45 UTC,research,,https://www.inaturalist.org/observations/145590594,https://static.inaturalist.org/photos/250108604/medium.jpeg,,"",,3,0,false,2,"Bradenton, FL 34209, USA",27.5139638889,-82.6589777778,,,,,,,,false,gps,gps,Dilemma Orchid Bee,Euglossa dilemma,Dilemma Orchid Bee,Insecta,474465,
145590623,9385d431-90fe-4e05-bba5-05136dee8704,2023-01-01 11:51:06,2023-01-01,2023-01-01 16:51:06 UTC,Eastern Time (US & Canada),3643094,wabbster,James Lamb,2023-01-01 17:32:06 UTC,2023-01-01 17:32:16 UTC,needs_id,,https://www.inaturalist.org/observations/145590623,https://static.inaturalist.org/photos/250108689/medium.jpeg,,"",,0,0,false,2,"Bradenton, FL 34209, USA",27.5130194444,-82.6592666667,,,,,,,open,false,gps,gps,Peninsular Cooter,Pseudemys peninsularis,Peninsular Cooter,Reptilia,39825,
145590664,fbb88ee6-f706-4a04-b584-855453153662,2023-01-01 11:56:15,2023-01-01,2023-01-01 16:56:15 UTC,Eastern Time (US & Canada),3643094,wabbster,James Lamb,2023-01-01 17:32:35 UTC,2026-04-08 23:21:43 UTC,research,,https://www.inaturalist.org/observations/145590664,https://static.inaturalist.org/photos/250108787/medium.jpeg,,"",,1,0,false,2,"Bradenton, FL 34209, USA",27.51285,-82.6603055556,,,,,,,,false,gps,gps,Osprey,Pandion haliaetus,Osprey,Aves,116999,
145590719,af73f5d2-d0ec-4fe4-8397-85ff9e269753,2023-01-01 11:58:31,2023-01-01,2023-01-01 16:58:31 UTC,Eastern Time (US & Canada),3643094,wabbster,James Lamb,2023-01-01 17:33:06 UTC,2026-04-12 20:28:12 UTC,research,,https://www.inaturalist.org/observations/145590719,https://static.inaturalist.org/photos/250108889/medium.jpeg,,"",,2,0,false,2,"Bradenton, FL 34209, USA",27.5135138889,-82.6600277778,,,,,,,,false,gps,gps,Wood Stork,Mycteria americana,Wood Stork,Aves,4742,
